Date,Open,High,Low,Close,Adj Close,Volume
20/03/1981,0.114955,0.116071,0.114955,0.114955,0.089452,14604800
23/03/1981,0.11942,0.120536,0.11942,0.11942,0.092927,22019200
24/03/1981,0.11942,0.11942,0.118862,0.118862,0.092492,28156800
25/03/1981,0.117746,0.117746,0.116629,0.116629,0.090755,7056000
26/03/1981,0.114955,0.114955,0.114397,0.114397,0.089018,12275200
27/03/1981,0.111049,0.111049,0.110491,0.110491,0.085978,12252800
30/03/1981,0.110491,0.111607,0.110491,0.110491,0.085978,9900800
31/03/1981,0.110491,0.110491,0.109375,0.109375,0.08511,15993600
01/04/1981,0.108817,0.108817,0.108259,0.108259,0.084242,34070400
02/04/1981,0.117746,0.118304,0.117746,0.117746,0.091624,31404800
03/04/1981,0.118304,0.118862,0.118304,0.118304,0.092058,16486400
06/04/1981,0.116629,0.116629,0.116071,0.116071,0.09032,22803200
07/04/1981,0.115513,0.115513,0.114955,0.114955,0.089452,10684800
08/04/1981,0.120536,0.121652,0.120536,0.120536,0.093795,21952000
09/04/1981,0.122768,0.123326,0.122768,0.122768,0.095532,12499200
10/04/1981,0.124442,0.125,0.124442,0.124442,0.096834,33465600
13/04/1981,0.124442,0.125,0.124442,0.124442,0.096834,16060800
14/04/1981,0.124442,0.125,0.124442,0.124442,0.096834,6652800
15/04/1981,0.118862,0.118862,0.118304,0.118304,0.092058,34048000
16/04/1981,0.112165,0.112165,0.111607,0.111607,0.086847,23878400
20/04/1981,0.114955,0.115513,0.114955,0.114955,0.089452,35347200
21/04/1981,0.122768,0.123326,0.122768,0.122768,0.095532,28537600
22/04/1981,0.127232,0.12779,0.127232,0.127232,0.099005,18995200
23/04/1981,0.13058,0.131138,0.13058,0.13058,0.101611,58016000
24/04/1981,0.13058,0.13058,0.129464,0.129464,0.100742,35056000
27/04/1981,0.128906,0.128906,0.128348,0.128348,0.099874,38528000
28/04/1981,0.126674,0.126674,0.126116,0.126116,0.098137,32188800
29/04/1981,0.125,0.125,0.124442,0.124442,0.096834,13641600
30/04/1981,0.126674,0.12779,0.126674,0.126674,0.098571,12611200
01/05/1981,0.126674,0.12779,0.126674,0.126674,0.098571,16553600
04/05/1981,0.126674,0.126674,0.126116,0.126116,0.098137,14448000
05/05/1981,0.126116,0.126116,0.125558,0.125558,0.097703,17539200
06/05/1981,0.122768,0.122768,0.12221,0.12221,0.095098,18950400
07/05/1981,0.123884,0.124442,0.123884,0.123884,0.0964,9363200
08/05/1981,0.125,0.125558,0.125,0.125,0.097269,7907200
11/05/1981,0.122768,0.122768,0.12221,0.12221,0.095098,11939200
12/05/1981,0.12221,0.123884,0.12221,0.12221,0.095098,4256000
13/05/1981,0.12221,0.123326,0.121652,0.121652,0.094663,4905600
14/05/1981,0.121094,0.121094,0.119978,0.119978,0.093361,4928000
15/05/1981,0.122768,0.124442,0.122768,0.122768,0.095532,4905600
18/05/1981,0.125,0.126116,0.125,0.125,0.097269,4166400
19/05/1981,0.123326,0.123326,0.122768,0.122768,0.095532,25424000
20/05/1981,0.126674,0.12779,0.126674,0.126674,0.098571,13283200
21/05/1981,0.133929,0.134487,0.133929,0.133929,0.104217,32211200
22/05/1981,0.140067,0.141183,0.140067,0.140067,0.108993,31427200
26/05/1981,0.140067,0.140067,0.139509,0.139509,0.108559,85344000
27/05/1981,0.147321,0.147879,0.147321,0.147321,0.114638,149497600
28/05/1981,0.147321,0.147879,0.147321,0.147321,0.114638,73987200
29/05/1981,0.147879,0.148438,0.147879,0.147879,0.115072,59382400
01/06/1981,0.147879,0.148438,0.147879,0.147879,0.115072,51251200
02/06/1981,0.141183,0.141183,0.140625,0.140625,0.109427,40432000
03/06/1981,0.140625,0.141741,0.140625,0.140625,0.109427,39446400
04/06/1981,0.143415,0.143973,0.143415,0.143415,0.111598,56067200
05/06/1981,0.141741,0.141741,0.141183,0.141183,0.109861,57680000
08/06/1981,0.136719,0.136719,0.136161,0.136161,0.105953,93497600
09/06/1981,0.138951,0.139509,0.138951,0.138951,0.108124,119593600
10/06/1981,0.140625,0.142299,0.140625,0.140625,0.109427,25222400
11/06/1981,0.146763,0.147321,0.146763,0.146763,0.114203,38976000
12/06/1981,0.145647,0.145647,0.145089,0.145089,0.112901,25804800
15/06/1981,0.145089,0.145089,0.144531,0.144531,0.112467,143763200
16/06/1981,0.142299,0.142299,0.141741,0.141741,0.110296,37251200
17/06/1981,0.140067,0.140067,0.139509,0.139509,0.108559,27574400
18/06/1981,0.139509,0.140067,0.138951,0.138951,0.108124,23049600
19/06/1981,0.135603,0.135603,0.135045,0.135045,0.105085,27507200
22/06/1981,0.13058,0.13058,0.130022,0.130022,0.101176,10841600
23/06/1981,0.132254,0.133371,0.132254,0.132254,0.102913,15030400
24/06/1981,0.130022,0.130022,0.128906,0.128906,0.100308,23027200
25/06/1981,0.131696,0.132254,0.131696,0.131696,0.102479,24259200
26/06/1981,0.131138,0.131138,0.130022,0.130022,0.101176,23788800
29/06/1981,0.126674,0.126674,0.125558,0.125558,0.097703,10595200
30/06/1981,0.116629,0.116629,0.116071,0.116071,0.09032,35907200
01/07/1981,0.115513,0.115513,0.114955,0.114955,0.089452,170464000
02/07/1981,0.114955,0.115513,0.114955,0.114955,0.089452,30284800
06/07/1981,0.112165,0.112165,0.111049,0.111049,0.086413,16531200
07/07/1981,0.112165,0.113281,0.112165,0.112165,0.087281,15836800
08/07/1981,0.116629,0.117188,0.116629,0.116629,0.090755,16620800
09/07/1981,0.108259,0.108259,0.107701,0.107701,0.083807,32883200
10/07/1981,0.099888,0.099888,0.09933,0.09933,0.077294,55171200
13/07/1981,0.101563,0.102121,0.101563,0.101563,0.079031,45740800
14/07/1981,0.106027,0.107143,0.106027,0.106027,0.082505,19779200
15/07/1981,0.108817,0.109375,0.108817,0.108817,0.084676,10953600
16/07/1981,0.111607,0.112723,0.111607,0.111607,0.086847,15232000
17/07/1981,0.115513,0.116071,0.115513,0.115513,0.089886,19824000
20/07/1981,0.108259,0.108259,0.107701,0.107701,0.083807,23654400
21/07/1981,0.107701,0.107701,0.107143,0.107143,0.083373,31942400
22/07/1981,0.102121,0.102121,0.101004,0.101004,0.078596,22668800
23/07/1981,0.103795,0.104353,0.103795,0.103795,0.080768,34451200
24/07/1981,0.107143,0.107701,0.107143,0.107143,0.083373,28851200
27/07/1981,0.111607,0.112165,0.111607,0.111607,0.086847,17337600
28/07/1981,0.108259,0.108259,0.107701,0.107701,0.083807,22848000
29/07/1981,0.106585,0.106585,0.106027,0.106027,0.082505,15500800
30/07/1981,0.109933,0.111049,0.109933,0.109933,0.085544,9900800
31/07/1981,0.111607,0.112165,0.111607,0.111607,0.086847,10953600
03/08/1981,0.111607,0.111607,0.110491,0.110491,0.085978,12432000
04/08/1981,0.112165,0.112723,0.112165,0.112165,0.087281,31673600
05/08/1981,0.115513,0.116071,0.115513,0.115513,0.089886,17494400
06/08/1981,0.113281,0.113281,0.112723,0.112723,0.087715,10528000
07/08/1981,0.112723,0.113281,0.112723,0.112723,0.087715,9206400
10/08/1981,0.112723,0.112723,0.112723,0.112723,0.087715,0
11/08/1981,0.110491,0.110491,0.109375,0.109375,0.08511,71456000
12/08/1981,0.107701,0.107701,0.107143,0.107143,0.083373,26275200
13/08/1981,0.104353,0.104353,0.103795,0.103795,0.080768,27484800
14/08/1981,0.103237,0.103237,0.102121,0.102121,0.079465,24192000
17/08/1981,0.099888,0.099888,0.098772,0.098772,0.076859,18905600
18/08/1981,0.097656,0.097656,0.09654,0.09654,0.075122,17001600
19/08/1981,0.09654,0.09654,0.095424,0.095424,0.074254,20675200
20/08/1981,0.09654,0.097098,0.09654,0.09654,0.075122,17113600
21/08/1981,0.09096,0.09096,0.089844,0.089844,0.069912,41910400
24/08/1981,0.084821,0.084821,0.084263,0.084263,0.065569,23072000
25/08/1981,0.086496,0.087054,0.086496,0.086496,0.067307,40700800
26/08/1981,0.085379,0.085379,0.084821,0.084821,0.066003,33600000
27/08/1981,0.085379,0.085938,0.085379,0.085379,0.066438,25916800
28/08/1981,0.089844,0.090402,0.089844,0.089844,0.069912,38035200
31/08/1981,0.089844,0.090402,0.089844,0.089844,0.069912,40947200
01/09/1981,0.095424,0.095982,0.095424,0.095424,0.074254,37027200
02/09/1981,0.097098,0.097656,0.097098,0.097098,0.075557,19376000
03/09/1981,0.093192,0.093192,0.092076,0.092076,0.071649,37475200
04/09/1981,0.091518,0.091518,0.09096,0.09096,0.07078,15254400
08/09/1981,0.088728,0.088728,0.08817,0.08817,0.068609,25446400
09/09/1981,0.08817,0.088728,0.08817,0.08817,0.068609,30531200
10/09/1981,0.088728,0.089286,0.088728,0.088728,0.069044,34809600
11/09/1981,0.08817,0.08817,0.087612,0.087612,0.068175,17539200
14/09/1981,0.085379,0.085379,0.084821,0.084821,0.066003,27686400
15/09/1981,0.083147,0.083147,0.082589,0.082589,0.064267,19510400
16/09/1981,0.081473,0.081473,0.080915,0.080915,0.062964,19353600
17/09/1981,0.079241,0.079241,0.078683,0.078683,0.061227,19376000
18/09/1981,0.079241,0.079799,0.079241,0.079241,0.061661,26320000
21/09/1981,0.079799,0.080357,0.079799,0.079799,0.062095,49033600
22/09/1981,0.075893,0.075893,0.075335,0.075335,0.058622,47420800
23/09/1981,0.074777,0.074777,0.073661,0.073661,0.057319,28201600
24/09/1981,0.073661,0.073661,0.073103,0.073103,0.056885,18300800
25/09/1981,0.064732,0.064732,0.063616,0.063616,0.049503,34608000
28/09/1981,0.064174,0.064732,0.064174,0.064174,0.049937,91728000
29/09/1981,0.067522,0.06808,0.067522,0.067522,0.052542,94684800
30/09/1981,0.06808,0.068638,0.06808,0.06808,0.052976,49996800
01/10/1981,0.06808,0.068638,0.06808,0.06808,0.052976,61129600
02/10/1981,0.073661,0.074219,0.073661,0.073661,0.057319,45046400
05/10/1981,0.075893,0.077009,0.075893,0.075893,0.059056,43097600
06/10/1981,0.075893,0.075893,0.075335,0.075335,0.058622,28358400
07/10/1981,0.079799,0.080915,0.079799,0.079799,0.062095,38841600
08/10/1981,0.082589,0.083147,0.082589,0.082589,0.064267,31091200
09/10/1981,0.083147,0.084263,0.083147,0.083147,0.064701,54521600
12/10/1981,0.085938,0.086496,0.085938,0.085938,0.066873,27350400
13/10/1981,0.085938,0.087054,0.085938,0.085938,0.066873,44195200
14/10/1981,0.081473,0.081473,0.080915,0.080915,0.062964,30979200
15/10/1981,0.082589,0.083147,0.082589,0.082589,0.064267,29433600
16/10/1981,0.082031,0.082031,0.081473,0.081473,0.063398,36467200
19/10/1981,0.083147,0.083705,0.083147,0.083147,0.064701,20585600
20/10/1981,0.087612,0.08817,0.087612,0.087612,0.068175,35728000
21/10/1981,0.087612,0.08817,0.087612,0.087612,0.068175,76899200
22/10/1981,0.087612,0.087612,0.087054,0.087054,0.067741,32278400
23/10/1981,0.085379,0.085379,0.084821,0.084821,0.066003,27910400
26/10/1981,0.084821,0.085379,0.084821,0.084821,0.066003,27283200
27/10/1981,0.086496,0.087612,0.086496,0.086496,0.067307,85590400
28/10/1981,0.089286,0.089844,0.089286,0.089286,0.069478,44172800
29/10/1981,0.088728,0.088728,0.08817,0.08817,0.068609,30486400
30/10/1981,0.089286,0.089844,0.089286,0.089286,0.069478,52729600
02/11/1981,0.089286,0.089844,0.089286,0.089286,0.069478,36915200
03/11/1981,0.088728,0.088728,0.08817,0.08817,0.068609,28380800
04/11/1981,0.086496,0.086496,0.085938,0.085938,0.066873,23811200
05/11/1981,0.080357,0.080357,0.079799,0.079799,0.062095,23363200
06/11/1981,0.080357,0.080915,0.080357,0.080357,0.06253,24595200
09/11/1981,0.081473,0.082031,0.081473,0.081473,0.063398,20384000
10/11/1981,0.082031,0.082589,0.082031,0.082031,0.063832,16755200
11/11/1981,0.084263,0.084821,0.084263,0.084263,0.065569,27440000
12/11/1981,0.087054,0.087612,0.087054,0.087054,0.067741,39916800
13/11/1981,0.081473,0.081473,0.080915,0.080915,0.062964,21011200
16/11/1981,0.080357,0.080357,0.079799,0.079799,0.062095,22556800
17/11/1981,0.081473,0.082031,0.081473,0.081473,0.063398,35414400
18/11/1981,0.084263,0.084821,0.084263,0.084263,0.065569,29142400
19/11/1981,0.084263,0.084821,0.084263,0.084263,0.065569,40006400
20/11/1981,0.084821,0.085379,0.084821,0.084821,0.066003,38102400
23/11/1981,0.082031,0.082031,0.080915,0.080915,0.062964,22960000
24/11/1981,0.080915,0.080915,0.080357,0.080357,0.06253,22153600
25/11/1981,0.082031,0.082589,0.082031,0.082031,0.063832,52550400
27/11/1981,0.084263,0.084821,0.084263,0.084263,0.065569,37251200
30/11/1981,0.083705,0.083705,0.083147,0.083147,0.064701,23968000
01/12/1981,0.083147,0.083705,0.083147,0.083147,0.064701,23385600
02/12/1981,0.083705,0.084263,0.083705,0.083705,0.065135,37564800
03/12/1981,0.083147,0.083147,0.082589,0.082589,0.064267,20428800
04/12/1981,0.084821,0.085379,0.084821,0.084821,0.066003,137155200
07/12/1981,0.085379,0.085938,0.085379,0.085379,0.066438,59292800
08/12/1981,0.084821,0.084821,0.083705,0.083705,0.065135,50624000
09/12/1981,0.084263,0.084821,0.084263,0.084263,0.065569,34272000
10/12/1981,0.084263,0.084821,0.084263,0.084263,0.065569,37408000
11/12/1981,0.084263,0.084821,0.083705,0.083705,0.065135,76092800
14/12/1981,0.082031,0.082031,0.080915,0.080915,0.062964,25244800
15/12/1981,0.083147,0.083705,0.083147,0.083147,0.064701,31315200
16/12/1981,0.087054,0.087612,0.087054,0.087054,0.067741,65452800
17/12/1981,0.094308,0.094866,0.094308,0.094308,0.073386,51452800
18/12/1981,0.102121,0.102679,0.102121,0.102121,0.079465,71724800
21/12/1981,0.098214,0.098214,0.097656,0.097656,0.075991,56403200
22/12/1981,0.09933,0.099888,0.09933,0.09933,0.077294,53827200
23/12/1981,0.097656,0.097656,0.097098,0.097098,0.075557,28896000
24/12/1981,0.097656,0.098214,0.097656,0.097656,0.075991,28918400
28/12/1981,0.094308,0.094308,0.093192,0.093192,0.072517,36579200
29/12/1981,0.094866,0.095982,0.094866,0.094866,0.07382,24236800
30/12/1981,0.098772,0.09933,0.098772,0.098772,0.076859,32188800
31/12/1981,0.098772,0.09933,0.098772,0.098772,0.076859,54656000
04/01/1982,0.098772,0.098772,0.098214,0.098214,0.076425,71254400
05/01/1982,0.094308,0.094308,0.093192,0.093192,0.072517,35840000
06/01/1982,0.092634,0.092634,0.092076,0.092076,0.071649,66080000
07/01/1982,0.085938,0.085938,0.084821,0.084821,0.066003,70044800
08/01/1982,0.088728,0.089286,0.088728,0.088728,0.069044,56604800
11/01/1982,0.083705,0.083705,0.083147,0.083147,0.064701,33331200
12/01/1982,0.080915,0.080915,0.080357,0.080357,0.06253,59920000
13/01/1982,0.080357,0.080357,0.079799,0.079799,0.062095,41753600
14/01/1982,0.083705,0.084263,0.083705,0.083705,0.065135,25715200
15/01/1982,0.089286,0.090402,0.089286,0.089286,0.069478,46704000
18/01/1982,0.09096,0.092076,0.09096,0.09096,0.07078,28000000
19/01/1982,0.089844,0.089844,0.088728,0.088728,0.069044,55507200
20/01/1982,0.090402,0.09096,0.090402,0.090402,0.070346,25827200
21/01/1982,0.092076,0.092634,0.092076,0.092076,0.071649,33331200
22/01/1982,0.092634,0.093192,0.092634,0.092634,0.072083,24259200
25/01/1982,0.090402,0.090402,0.089844,0.089844,0.069912,44710400
26/01/1982,0.087612,0.087612,0.086496,0.086496,0.067307,21212800
27/01/1982,0.087054,0.08817,0.087054,0.087054,0.067741,31360000
28/01/1982,0.089844,0.090402,0.089844,0.089844,0.069912,39603200
29/01/1982,0.09096,0.091518,0.09096,0.09096,0.07078,53155200
01/02/1982,0.09096,0.09096,0.089844,0.089844,0.069912,38528000
02/02/1982,0.090402,0.091518,0.090402,0.090402,0.070346,54275200
03/02/1982,0.090402,0.09096,0.090402,0.090402,0.070346,31472000
04/02/1982,0.088728,0.088728,0.08817,0.08817,0.068609,22041600
05/02/1982,0.08817,0.088728,0.08817,0.08817,0.068609,40297600
08/02/1982,0.083147,0.083147,0.082589,0.082589,0.064267,31696000
09/02/1982,0.082589,0.083147,0.082589,0.082589,0.064267,57904000
10/02/1982,0.083705,0.084263,0.083705,0.083705,0.065135,38796800
11/02/1982,0.083147,0.083147,0.082589,0.082589,0.064267,24528000
12/02/1982,0.083705,0.084263,0.083705,0.083705,0.065135,19644800
16/02/1982,0.082589,0.082589,0.082031,0.082031,0.063832,34316800
17/02/1982,0.083147,0.083705,0.083147,0.083147,0.064701,25580800
18/02/1982,0.084263,0.084821,0.084263,0.084263,0.065569,28380800
19/02/1982,0.084263,0.084263,0.083705,0.083705,0.065135,13596800
22/02/1982,0.083147,0.083147,0.082589,0.082589,0.064267,26633600
23/02/1982,0.082031,0.082031,0.081473,0.081473,0.063398,34540800
24/02/1982,0.082031,0.082589,0.082031,0.082031,0.063832,37945600
25/02/1982,0.082031,0.082031,0.081473,0.081473,0.063398,30800000
26/02/1982,0.081473,0.082031,0.081473,0.081473,0.063398,17427200
01/03/1982,0.082031,0.082589,0.082031,0.082031,0.063832,35302400
02/03/1982,0.082031,0.082589,0.082031,0.082031,0.063832,34809600
03/03/1982,0.082031,0.082589,0.082031,0.082031,0.063832,23654400
04/03/1982,0.080915,0.080915,0.080357,0.080357,0.06253,38371200
05/03/1982,0.074777,0.074777,0.074219,0.074219,0.057753,45315200
08/03/1982,0.073661,0.073661,0.073103,0.073103,0.056885,35145600
09/03/1982,0.073661,0.074219,0.073661,0.073661,0.057319,52505600
10/03/1982,0.073103,0.073103,0.072545,0.072545,0.056451,86934400
11/03/1982,0.072545,0.073661,0.072545,0.072545,0.056451,22579200
12/03/1982,0.068638,0.068638,0.06808,0.06808,0.052976,46547200
15/03/1982,0.06808,0.06808,0.067522,0.067522,0.052542,51363200
16/03/1982,0.066964,0.066964,0.066406,0.066406,0.051674,47152000
17/03/1982,0.063616,0.063616,0.063058,0.063058,0.049068,50489600
18/03/1982,0.06808,0.068638,0.06808,0.06808,0.052976,56336000
19/03/1982,0.074219,0.074777,0.074219,0.074219,0.057753,65811200
22/03/1982,0.079799,0.080357,0.079799,0.079799,0.062095,69193600
23/03/1982,0.079241,0.079241,0.078683,0.078683,0.061227,55955200
24/03/1982,0.074777,0.074777,0.074219,0.074219,0.057753,51609600
25/03/1982,0.074219,0.074219,0.073661,0.073661,0.057319,84112000
26/03/1982,0.073103,0.073103,0.072545,0.072545,0.056451,50780800
29/03/1982,0.074219,0.074777,0.074219,0.074219,0.057753,67603200
30/03/1982,0.075335,0.075893,0.075335,0.075335,0.058622,77952000
31/03/1982,0.075335,0.075893,0.075335,0.075335,0.058622,50153600
01/04/1982,0.079241,0.079799,0.079241,0.079241,0.061661,59136000
02/04/1982,0.079241,0.079799,0.079241,0.079241,0.061661,84806400
05/04/1982,0.079241,0.079799,0.079241,0.079241,0.061661,86643200
06/04/1982,0.079241,0.079241,0.078683,0.078683,0.061227,71590400
07/04/1982,0.078125,0.078125,0.077567,0.077567,0.060359,29097600
08/04/1982,0.078125,0.078683,0.078125,0.078125,0.060793,23990400
12/04/1982,0.078125,0.078683,0.077567,0.077567,0.060359,44307200
13/04/1982,0.071987,0.071987,0.071429,0.071429,0.055582,85299200
14/04/1982,0.071987,0.072545,0.071987,0.071987,0.056017,113590400
15/04/1982,0.073103,0.073661,0.073103,0.073103,0.056885,164281600
16/04/1982,0.075335,0.075893,0.075335,0.075335,0.058622,104048000
19/04/1982,0.074777,0.074777,0.073661,0.073661,0.057319,41283200
20/04/1982,0.070871,0.070871,0.070313,0.070313,0.054714,80550400
21/04/1982,0.070313,0.070313,0.069754,0.069754,0.054279,73024000
22/04/1982,0.069196,0.069196,0.068638,0.068638,0.053411,52595200
23/04/1982,0.068638,0.069196,0.068638,0.068638,0.053411,48294400
26/04/1982,0.070313,0.070871,0.070313,0.070313,0.054714,57926400
27/04/1982,0.068638,0.068638,0.06808,0.06808,0.052976,70268800
28/04/1982,0.065848,0.065848,0.06529,0.06529,0.050805,99232000
29/04/1982,0.06529,0.065848,0.06529,0.06529,0.050805,82230400
30/04/1982,0.065848,0.066406,0.065848,0.065848,0.05124,277401600
03/05/1982,0.06808,0.068638,0.06808,0.06808,0.052976,82700800
04/05/1982,0.070313,0.070871,0.070313,0.070313,0.054714,73987200
05/05/1982,0.070313,0.070313,0.069196,0.069196,0.053845,53939200
06/05/1982,0.071429,0.071987,0.071429,0.071429,0.055582,75465600
07/05/1982,0.072545,0.073103,0.072545,0.072545,0.056451,84716800
10/05/1982,0.071987,0.071987,0.071429,0.071429,0.055582,31606400
11/05/1982,0.069754,0.069754,0.069196,0.069196,0.053845,103017600
12/05/1982,0.06808,0.06808,0.067522,0.067522,0.052542,71008000
13/05/1982,0.06808,0.068638,0.06808,0.06808,0.052976,54454400
14/05/1982,0.066406,0.066406,0.06529,0.06529,0.050805,95737600
17/05/1982,0.064732,0.064732,0.064174,0.064174,0.049937,76204800
18/05/1982,0.063616,0.063616,0.063058,0.063058,0.049068,122035200
19/05/1982,0.063058,0.063058,0.0625,0.0625,0.048634,75286400
20/05/1982,0.063058,0.063616,0.063058,0.063058,0.049068,27619200
21/05/1982,0.063616,0.064174,0.063616,0.063616,0.049503,38841600
24/05/1982,0.064174,0.064732,0.064174,0.064174,0.049937,31987200
25/05/1982,0.064174,0.064732,0.064174,0.064174,0.049937,51564800
26/05/1982,0.064174,0.064174,0.063616,0.063616,0.049503,43276800
27/05/1982,0.063058,0.063058,0.0625,0.0625,0.048634,31248000
28/05/1982,0.0625,0.063058,0.0625,0.0625,0.048634,19196800
01/06/1982,0.061942,0.061942,0.061384,0.061384,0.047766,47600000
02/06/1982,0.0625,0.063058,0.0625,0.0625,0.048634,32905600
03/06/1982,0.061384,0.061384,0.060268,0.060268,0.046897,39760000
04/06/1982,0.059152,0.059152,0.058594,0.058594,0.045595,37676800
07/06/1982,0.058594,0.059152,0.058594,0.058594,0.045595,37161600
08/06/1982,0.058594,0.058594,0.058036,0.058036,0.045161,31404800
09/06/1982,0.057478,0.057478,0.05692,0.05692,0.044292,33846400
10/06/1982,0.057478,0.058036,0.057478,0.057478,0.044726,34406400
11/06/1982,0.05971,0.060268,0.05971,0.05971,0.046463,54633600
14/06/1982,0.05971,0.060268,0.05971,0.05971,0.046463,29993600
15/06/1982,0.05971,0.060268,0.05971,0.05971,0.046463,35212800
16/06/1982,0.05971,0.060268,0.05971,0.05971,0.046463,41731200
17/06/1982,0.059152,0.059152,0.058594,0.058594,0.045595,29164800
18/06/1982,0.058594,0.058594,0.057478,0.057478,0.044726,19868800
21/06/1982,0.057478,0.058036,0.057478,0.057478,0.044726,28537600
22/06/1982,0.05971,0.060826,0.05971,0.05971,0.046463,17561600
23/06/1982,0.061384,0.0625,0.061384,0.061384,0.047766,52752000
24/06/1982,0.061384,0.061942,0.061384,0.061384,0.047766,44150400
25/06/1982,0.05971,0.05971,0.059152,0.059152,0.046029,26678400
28/06/1982,0.059152,0.059152,0.058594,0.058594,0.045595,25155200
29/06/1982,0.057478,0.057478,0.05692,0.05692,0.044292,35817600
30/06/1982,0.05692,0.057478,0.05692,0.05692,0.044292,67625600
01/07/1982,0.05692,0.05692,0.056362,0.056362,0.043858,55731200
02/07/1982,0.054129,0.054129,0.053571,0.053571,0.041686,58105600
06/07/1982,0.051897,0.051897,0.051339,0.051339,0.039949,87696000
07/07/1982,0.051339,0.051897,0.051339,0.051339,0.039949,30374400
08/07/1982,0.049665,0.049665,0.049107,0.049107,0.038213,164326400
09/07/1982,0.050781,0.051339,0.050781,0.050781,0.039515,128419200
12/07/1982,0.051897,0.052455,0.051897,0.051897,0.040384,63392000
13/07/1982,0.055246,0.055804,0.055246,0.055246,0.04299,114374400
14/07/1982,0.055804,0.05692,0.055804,0.055804,0.043424,71120000
